pref_cd,road_cd,pref_name,road_name
62,4422,大阪,近畿自動車道　松原那智勝浦線　下り
62,4431,大阪,関西国際空港線　上り
62,4432,大阪,関西国際空港線　下り
62,4501,大阪,中国縦貫自動車道　上り
62,4502,大阪,中国縦貫自動車道　下り
62,5001,大阪,阪神高速道路　大阪池田環状線　上り
62,5005,大阪,南阪奈道路　上り
62,5006,大阪,南阪奈道路　下り
62,5007,大阪,関西国際空港連絡橋　上り
62,5008,大阪,関西国際空港連絡橋　下り
62,5102,大阪,阪神高速道路　大阪池田空港線　上り
62,5103,大阪,阪神高速道路　大阪守口線　上り
62,5104,大阪,阪神高速道路　大阪東大阪線　上り
62,5105,大阪,阪神高速道路　大阪堺線　上り
62,5106,大阪,阪神高速道路　西大阪線　上り
62,5107,大阪,阪神高速道路　森小路線　上り
62,5108,大阪,阪神高速道路　湾岸線　上り
62,5109,大阪,阪神高速道路　大阪松原線　上り
62,5110,大阪,阪神高速道路　大阪西宮線　上り
62,5111,大阪,阪神高速道路　大阪港線　上り
62,5112,大阪,阪神高速道路　湾岸北線　上り
62,5113,大阪,阪神高速道路　淀川左岸線　上り
62,5114,大阪,阪神高速道路　大和川線　上り
62,5151,大阪,第二阪奈道路　上り
62,5191,大阪,第二阪和国道　高架部分　上り
62,5202,大阪,阪神高速道路　大阪池田空港線　下り
62,5203,大阪,阪神高速道路　大阪守口線　下り
62,5204,大阪,阪神高速道路　大阪東大阪線　下り
62,5205,大阪,阪神高速道路　大阪堺線　下り
62,5206,大阪,阪神高速道路　西大阪線　下り
62,5207,大阪,阪神高速道路　森小路線　下り
62,5208,大阪,阪神高速道路　湾岸線　下り
62,5209,大阪,阪神高速道路　大阪松原線　下り
62,5210,大阪,阪神高速道路　大阪西宮線　下り
62,5211,大阪,阪神高速道路　大阪港線　下り
62,5212,大阪,阪神高速道路　湾岸北線　下り
62,5213,大阪,阪神高速道路　淀川左岸線　下り
62,5214,大阪,阪神高速道路　大和川線　下り
62,5251,大阪,第二阪奈道路　下り
62,5291,大阪,第二阪和国道　高架部分　下り
62,5301,大阪,第二京阪道路　上り
62,5302,大阪,第二京阪道路　下り
62,5303,大阪,箕面有料道路　上り
62,5304,大阪,箕面有料道路　下り
63,4263,兵庫,中央自動車道　西宮線　上り
63,4264,兵庫,中央自動車道　西宮線　下り
63,4419,兵庫,近畿自動車道　名古屋神戸線　上り
63,4420,兵庫,近畿自動車道　名古屋神戸線　下り
63,4425,兵庫,近畿自動車道　敦賀線　上り
63,4426,兵庫,近畿自動車道　敦賀線　下り
63,4501,兵庫,中国縦貫自動車道　上り
63,4502,兵庫,中国縦貫自動車道　下り
63,4511,兵庫,山陽自動車道　吹田山口線　上り
63,4512,兵庫,山陽自動車道　吹田山口線　下り
63,4517,兵庫,中国横断自動車道　姫路鳥取線　上り
63,4518,兵庫,中国横断自動車道　姫路鳥取線　下り
63,4519,兵庫,中国横断自動車道　姫路鳥取線　上り
63,4520,兵庫,中国横断自動車道　姫路鳥取線　下り
63,5001,兵庫,阪神高速道路　大阪西宮線　上り
63,5002,兵庫,阪神高速道路　大阪西宮線　下り
63,5003,兵庫,阪神高速道路　神戸西宮線　上り
63,5004,兵庫,阪神高速道路　神戸西宮線　下り
63,5005,兵庫,阪神高速道路　北神戸線　上り
63,5006,兵庫,阪神高速道路　北神戸線　下り
63,5007,兵庫,阪神高速道路　大阪池田線　上り
63,5008,兵庫,阪神高速道路　大阪池田線　下り
63,5009,兵庫,阪神高速道路　神戸山手線　上り
63,5010,兵庫,阪神高速道路　神戸山手線　下り
63,5021,兵庫,第二神明道路　上り
63,5022,兵庫,第二神明道路　下り
63,5023,兵庫,加古川バイパス　上り
63,5024,兵庫,加古川バイパス　下り
63,5025,兵庫,姫路バイパス　上り
63,5026,兵庫,姫路バイパス　下り
63,5027,兵庫,太子竜野バイパス　上り
63,5028,兵庫,太子竜野バイパス　下り
63,5029,兵庫,播但連絡道路　上り
63,5030,兵庫,播但連絡道路　下り
63,5031,兵庫,阪神高速道路　湾岸線　上り
63,5032,兵庫,阪神高速道路　湾岸線　下り
63,5033,兵庫,姫路西バイパス　上り
63,5034,兵庫,姫路西バイパス　下り
63,5035,兵庫,神戸淡路鳴門自動車道　上り
63,5036,兵庫,神戸淡路鳴門自動車道　下り
63,5037,兵庫,第二神明道路北線　上り
63,5038,兵庫,第二神明道路北線　下り
63,5039,兵庫,北近畿豊岡自動車道　上り
63,5040,兵庫,北近畿豊岡自動車道　下り
63,5041,兵庫,姫路北バイパス　上り
63,5042,兵庫,姫路北バイパス　下り
63,5043,兵庫,東播磨道　上り
63,5044,兵庫,東播磨道　下り
64,4415,奈良,近畿自動車道　天理吹田線　上り
64,4416,奈良,近畿自動車道　天理吹田線　下り
64,5001,奈良,名阪国道　上り
64,5002,奈良,名阪国道　下り
64,5003,奈良,第二阪奈道路　上り
64,5004,奈良,第二阪奈道路　下り
64,5005,奈良,南阪奈道路　上り
64,5006,奈良,南阪奈道路　下り
64,5007,奈良,京奈和自動車道　上り
64,5008,奈良,京奈和自動車道　下り
65,4421,和歌山,近畿自動車道　松原那智勝浦線　上り
65,4422,和歌山,近畿自動車道　松原那智勝浦線　下り
65,5009,和歌山,京奈和自動車道　上り
65,5010,和歌山,京奈和自動車道　下り
65,5031,和歌山,湯浅御坊道路　上り
65,5032,和歌山,湯浅御坊道路　下り
70,4519,鳥取,中国横断自動車道　姫路鳥取線　上り
70,4520,鳥取,中国横断自動車道　姫路鳥取線　下り
70,4523,鳥取,中国横断自動車道　岡山米子線　上り
70,4524,鳥取,中国横断自動車道　岡山米子線　下り
70,5000,鳥取,安来道路　上り
70,5001,鳥取,安来道路　下り
70,5002,鳥取,米子道路　上り
70,5003,鳥取,米子道路　下り
70,5010,鳥取,名和淀江道路　上り
70,5011,鳥取,名和淀江道路　下り
70,5012,鳥取,志戸坂峠道路　上り
70,5013,鳥取,志戸坂峠道路　下り
70,5020,鳥取,中山名和道路　上り
70,5021,鳥取,中山名和道路　下り
70,5030,鳥取,東伯中山道路　上り
70,5031,鳥取,東伯中山道路　下り
70,5040,鳥取,鳥取西道路　上り
70,5041,鳥取,鳥取西道路　下り
70,5042,鳥取,青谷羽合道路　上り
70,5043,鳥取,青谷羽合道路　下り
71,4501,島根,中国縦貫自動車道　上り
71,4502,島根,中国縦貫自動車道　下り
71,4525,島根,中国横断自動車道　尾道松江線　上り
71,4526,島根,中国横断自動車道　尾道松江線　下り
71,4529,島根,中国横断自動車道　広島浜田線　上り
71,4530,島根,中国横断自動車道　広島浜田線　下り
71,4531,島根,山陰自動車道　鳥取益田線　上り
71,4532,島根,山陰自動車道　鳥取益田線　下り
71,5001,島根,安来道路　上り
71,5002,島根,安来道路　下り
71,5003,島根,松江道路　上り
71,5004,島根,松江道路　下り
71,5005,島根,江津道路　上り
71,5006,島根,江津道路　下り
71,5007,島根,下府江津線　上り
71,5008,島根,下府江津線　下り
71,5009,島根,島根県道　出雲インター線　上り
71,5010,島根,島根県道　出雲インター線　下り
71,5011,島根,松江だんだん道路　上り
71,5012,島根,松江だんだん道路　下り
71,5013,島根,浜田道路　上り
71,5014,島根,浜田道路　下り
71,5015,島根,浜田・三隅道路　上り
71,5016,島根,浜田・三隅道路　下り
71,5515,島根,雲南市道吉田インター線（Eランプ）　上り
71,5516,島根,雲南市道吉田インター線（Eランプ）　下り
72,4501,岡山,中国縦貫自動車道　上り
72,4502,岡山,中国縦貫自動車道　下り
72,4511,岡山,山陽自動車道　吹田山口線　上り
72,4512,岡山,山陽自動車道　吹田山口線　下り
72,4519,岡山,中国横断自動車道　姫路鳥取線　上り
72,4520,岡山,中国横断自動車道　姫路鳥取線　下り
72,4521,岡山,中国横断自動車道　岡山米子線　上り
72,4522,岡山,中国横断自動車道　岡山米子線　下り
72,4523,岡山,中国横断自動車道　岡山米子線　上り
72,4524,岡山,中国横断自動車道　岡山米子線　下り
72,5030,岡山,瀬戸中央自動車道　上り
72,5031,岡山,瀬戸中央自動車道　下り
72,5033,岡山,一般国道373号線　志戸坂峠道路　上り
72,5034,岡山,一般国道373号線　志戸坂峠道路　下り
72,5035,岡山,美作岡山自動車道路　上り
72,5036,岡山,美作岡山自動車道路　下り
73,4501,広島,中国縦貫自動車道　上り
73,4502,広島,中国縦貫自動車道　下り
73,4511,広島,山陽自動車道　吹田山口線　上り
73,4512,広島,山陽自動車道　吹田山口線　下り
73,4525,広島,中国横断自動車道　尾道松江線　上り
73,4526,広島,中国横断自動車道　尾道松江線　下り
73,4527,広島,中国横断自動車道　広島浜田線　上り
73,4528,広島,中国横断自動車道　広島浜田線　下り
73,4529,広島,中国横断自動車道　広島浜田線　上り
73,4530,広島,中国横断自動車道　広島浜田線　下り
73,5401,広島,広島岩国道路　上り
73,5402,広島,広島岩国道路　下り
73,5411,広島,松永バイパス　上り
73,5412,広島,松永バイパス　下り
73,5421,広島,尾道バイパス　上り
73,5422,広島,尾道バイパス　下り
73,5431,広島,西瀬戸自動車道　上り
73,5432,広島,西瀬戸自動車道　下り
73,5441,広島,広島高速１号線　上り
73,5442,広島,広島高速１号線　下り
73,5451,広島,東広島呉自動車道　上り
73,5452,広島,東広島呉自動車道　下り
73,5461,広島,東広島高田道路　上り
73,5462,広島,東広島高田道路　下り
73,5471,広島,広島高速２号線　上り
73,5472,広島,広島高速２号線　下り
73,5481,広島,広島高速３号線　上り
73,5482,広島,広島高速３号線　下り
73,5491,広島,国道２号西広島バイパス　上り
73,5492,広島,国道２号西広島バイパス　下り
73,5495,広島,広島南道路　上り
73,5496,広島,広島南道路　下り
74,4501,山口,中国縦貫自動車道　上り
74,4502,山口,中国縦貫自動車道　下り
74,4511,山口,山陽自動車道　吹田山口線　上り
74,4512,山口,山陽自動車道　吹田山口線　下り
74,4513,山口,山陽自動車道　宇部下関線　上り
74,4514,山口,山陽自動車道　宇部下関線　下り
74,4731,山口,関門自動車道　上り
74,4732,山口,関門自動車道　下り
74,5001,山口,小郡道路　上り
74,5002,山口,小郡道路　下り
74,5003,山口,山口宇部線　上り
74,5004,山口,山口宇部線　下り
74,5005,山口,小郡萩自動車道　上り
74,5006,山口,小郡萩自動車道　下り
80,4601,徳島,四国縦貫自動車道　上り
80,4602,徳島,四国縦貫自動車道　下り
80,4611,徳島,四国横断自動車道　阿南四万十線　上り
80,4612,徳島,四国横断自動車道　阿南四万十線　下り
80,5035,徳島,神戸淡路鳴門自動車道　上り
80,5036,徳島,神戸淡路鳴門自動車道　下り
81,4611,香川,四国横断自動車道　阿南四万十線　上り
81,4612,香川,四国横断自動車道　阿南四万十線　下り
81,4613,香川,四国横断自動車道　阿南四万十線　上り
81,4614,香川,四国横断自動車道　阿南四万十線　下り
81,4615,香川,四国横断自動車道　上り　（旧高松東道路）
81,4616,香川,四国横断自動車道　下り　（旧高松東道路）
81,5030,香川,瀬戸中央自動車道　上り
81,5031,香川,瀬戸中央自動車道　下り
82,4601,愛媛,四国縦貫自動車道　上り
82,4602,愛媛,四国縦貫自動車道　下り
82,4603,愛媛,四国縦貫自動車道　上り
82,4604,愛媛,四国縦貫自動車道　下り
82,4613,愛媛,四国横断自動車道　阿南四万十線　上り
82,4614,愛媛,四国横断自動車道　阿南四万十線　下り
82,5001,愛媛,今治小松自動車道　上り
82,5002,愛媛,今治小松自動車道　下り
82,5003,愛媛,大洲道路　上り
82,5004,愛媛,大洲道路　下り
82,5005,愛媛,松山外環状道路　上り
82,5006,愛媛,松山外環状道路　下り
82,5431,愛媛,西瀬戸自動車道　上り
82,5432,愛媛,西瀬戸自動車道　下り
82,5433,愛媛,一般国道56号宇和島道路　上り
82,5434,愛媛,一般国道56号宇和島道路　下り
83,4613,高知,四国横断自動車道　阿南四万十線　上り
83,4614,高知,四国横断自動車道　阿南四万十線　下り
83,5001,高知,須崎道路　上り
83,5002,高知,須崎道路　下り
90,4701,福岡,九州縦貫自動車道　鹿児島線　上り
90,4702,福岡,九州縦貫自動車道　鹿児島線　下り
90,4713,福岡,九州横断自動車道　長崎大分線　上り
90,4714,福岡,九州横断自動車道　長崎大分線　下り
90,4717,福岡,東九州自動車道　北九州みやこ線　上り
90,4718,福岡,東九州自動車道　北九州みやこ線　下り
90,4721,福岡,東九州自動車道　椎田蒲江線　上り
90,4722,福岡,東九州自動車道　椎田蒲江線　下り
90,4727,福岡,東九州自動車道　北九州豊津線　上り
90,4728,福岡,東九州自動車道　北九州豊津線　下り
90,4731,福岡,関門自動車道　上り
90,4732,福岡,関門自動車道　下り
90,5061,福岡,北九州都市高速　高速１号線　上り
90,5062,福岡,北九州都市高速　高速１号線　下り
90,5063,福岡,北九州都市高速　高速２号線　上り
90,5064,福岡,北九州都市高速　高速２号線　下り
90,5065,福岡,北九州都市高速　高速３号線　上り
90,5066,福岡,北九州都市高速　高速３号線　下り
90,5067,福岡,北九州都市高速　高速４号線　上り
90,5068,福岡,北九州都市高速　高速４号線　下り
90,5069,福岡,北九州都市高速　高速５号線　上り
90,5070,福岡,北九州都市高速　高速５号線　下り
90,5101,福岡,福岡高速１号線　上り
90,5102,福岡,福岡高速１号線　下り
90,5103,福岡,福岡高速２号線　上り
90,5104,福岡,福岡高速２号線　下り
90,5105,福岡,福岡高速３号線　上り
90,5106,福岡,福岡高速３号線　下り
90,5107,福岡,福岡高速４号線　上り
90,5108,福岡,福岡高速４号線　下り
90,5109,福岡,福岡高速５号線　上り
90,5110,福岡,福岡高速５号線　下り
90,5201,福岡,福岡前原道路　上り
90,5202,福岡,福岡前原道路　下り
90,5301,福岡,北九州市道安瀬戸畑１号線　上り
90,5302,福岡,北九州市道安瀬戸畑１号線　下り
90,5311,福岡,国道３号黒崎バイパス　上り
90,5312,福岡,国道３号黒崎バイパス　下り
90,5401,福岡,椎田道路　上り
90,5402,福岡,椎田道路　下り
91,4701,佐賀,九州縦貫自動車道　鹿児島線　上り
91,4702,佐賀,九州縦貫自動車道　鹿児島線　下り
91,4711,佐賀,九州横断自動車道　長崎大分線　上り
91,4712,佐賀,九州横断自動車道　長崎大分線　下り
91,4713,佐賀,九州横断自動車道　長崎大分線　上り
91,4714,佐賀,九州横断自動車道　長崎大分線　下り
91,5001,佐賀,西九州自動車道　上り
91,5002,佐賀,西九州自動車道　下り
92,4711,長崎,九州横断自動車道　長崎大分線　上り
92,4712,長崎,九州横断自動車道　長崎大分線　下り
92,5001,長崎,西九州自動車道　上り
92,5002,長崎,西九州自動車道　下り
92,5003,長崎,長崎バイパス　上り
92,5004,長崎,長崎バイパス　下り
92,5005,長崎,長崎出島バイパス　上り
92,5006,長崎,長崎出島バイパス　下り
92,5007,長崎,諫早外環状線　上り
92,5008,長崎,諫早外環状線　下り
93,4701,熊本,九州縦貫自動車道　鹿児島線　上り
93,4702,熊本,九州縦貫自動車道　鹿児島線　下り
93,4715,熊本,九州横断自動車道　延岡線　上り
93,4716,熊本,九州横断自動車道　延岡線　下り
93,5000,熊本,南九州西回り自動車道　上り
93,5001,熊本,南九州西回り自動車道　下り
94,4713,大分,九州横断自動車道　長崎大分線　上り
94,4714,大分,九州横断自動車道　長崎大分線　下り
94,4721,大分,東九州自動車道　椎田蒲江線　上り
94,4722,大分,東九州自動車道　椎田蒲江線　下り
94,5000,大分,宇佐別府道路　上り
94,5001,大分,宇佐別府道路　下り
94,5002,大分,宇佐道路　上り
94,5003,大分,宇佐道路　下り
94,5004,大分,日出バイパス　上り
94,5005,大分,日出バイパス　下り
94,5006,大分,大分空港道路　上り
94,5007,大分,大分空港道路　下り
94,5011,大分,中津日田道路
94,5012,大分,中津日田道路
95,4701,宮崎,九州縦貫自動車道　鹿児島線　上り
95,4702,宮崎,九州縦貫自動車道　鹿児島線　下り
95,4703,宮崎,九州縦貫自動車道　宮崎線　上り
95,4704,宮崎,九州縦貫自動車道　宮崎線　下り
95,4723,宮崎,東九州自動車道　延岡日南線　上り
95,4724,宮崎,東九州自動車道　延岡日南線　下り
95,4725,宮崎,東九州自動車道　串間鹿児島線　上り
95,4726,宮崎,東九州自動車道　串間鹿児島線　下り
95,5011,宮崎,延岡南道路　上り
95,5012,宮崎,延岡南道路　下り
95,5021,宮崎,延岡道路　上り
95,5022,宮崎,延岡道路　下り
95,5031,宮崎,北方延岡道路　上り
95,5032,宮崎,北方延岡道路　下り
96,4701,鹿児島,九州縦貫自動車道　鹿児島線　上り
96,4702,鹿児島,九州縦貫自動車道　鹿児島線　下り
96,4725,鹿児島,東九州自動車道　串間鹿児島線　上り
96,4726,鹿児島,東九州自動車道　串間鹿児島線　下り
96,5001,鹿児島,南九州西回り自動車道　上り
96,5002,鹿児島,南九州西回り自動車道　下り
96,5003,鹿児島,鹿児島バイパス　上り
96,5004,鹿児島,鹿児島バイパス　下り
96,5005,鹿児島,指宿スカイライン　上り
96,5006,鹿児島,指宿スカイライン　下り
96,5007,鹿児島,隼人道路　上り
96,5008,鹿児島,隼人道路　下り
96,5009,鹿児島,国道３号鹿児島東西道路　上り
96,5010,鹿児島,国道３号鹿児島東西道路　下り
96,5011,鹿児島,大隅縦貫道上り
96,5012,鹿児島,大隅縦貫道下り
97,4741,沖縄,沖縄自動車道　上り
97,4742,沖縄,沖縄自動車道　下り
97,5001,沖縄,那覇空港自動車道　上り
97,5002,沖縄,那覇空港自動車道　下り
